names,LDShadowLady,Tubbo,InTheLittleWood aka Martyn,Dangthatsalongname,Shubble,TheOrionSound,Solidarity,OwengeJuiceTV,Snifferish,olivesleepy,bekyamon,apokuna,soupforeloise,willowmvp,KrowFang,acho
"Dec 15, 2012",64815,,,,,,,,,,,,,,,
"Dec 16, 2012",64947,,,,,,,,,,,,,,,
"Dec 17, 2012",65122,,,,,,,,,,,,,,,
"Dec 18, 2012",65190,,,,,,,,,,,,,,,
"Dec 19, 2012",65341,,,,,,,,,,,,,,,
"Dec 20, 2012",65382,,,,,,,,,,,,,,,
"Dec 21, 2012",65471,,,,,,,,,,,,,,,
"Dec 22, 2012",65571,,,,,,,,,,,,,,,
"Dec 23, 2012",65772,,,,,,,,,,,,,,,
"Dec 24, 2012",65960,,,,,,,,,,,,,,,
"Dec 25, 2012",66064,,,,,,,,,,,,,,,
"Dec 26, 2012",66088,,,,,,,,,,,,,,,
"Dec 27, 2012",66259,,,,,,,,,,,,,,,
"Dec 28, 2012",66526,,,,,,,,,,,,,,,
"Dec 29, 2012",66662,,,,,,,,,,,,,,,
"Dec 30, 2012",66819,,,,,,,,,,,,,,,
"Dec 31, 2012",66862,,,,,,,,,,,,,,,
"Jan 01, 2013",66979,,,,,,,,,,,,,,,
"Jan 02, 2013",67162,,,,,,,,,,,,,,,
"Jan 03, 2013",67342,,,,,,,,,,,,,,,
"Jan 04, 2013",67470,,,,,,,,,,,,,,,
"Jan 05, 2013",67638,,,,,,,,,,,,,,,
"Jan 06, 2013",67771,,,,,,,,,,,,,,,
"Jan 07, 2013",67898,,,,,,,,,,,,,,,
"Jan 08, 2013",67978,,,,,,0,,,,,,,,,
"Jan 09, 2013",68082,,,,,,,,,,,,,,,
"Jan 10, 2013",68191,,,,,,,,,,,,,,,
"Jan 11, 2013",68411,,,,,,,,,,,,,,,
"Jan 12, 2013",68665,,,,,,,,,,,,,,,
"Jan 13, 2013",68850,,,,,,,,,,,,,,,
"Jan 14, 2013",68997,,,,,,,,,,,,,,,
"Jan 15, 2013",69101,,,,,,,,,,,,,,,
"Jan 16, 2013",69218,,,,,,,,,,,,,,,
"Jan 17, 2013",69252,,,,,,,,,,,,,,,
"Jan 18, 2013",69433,,,,,,,,,,,,,,,
"Jan 19, 2013",69463,,,,,,,,,,,,,,,
"Jan 20, 2013",69695,,,,,,,,,,,,,,,
"Jan 21, 2013",69856,,,,,,,,,,,,,,,
"Jan 22, 2013",69938,,,,,,,,,,,,,,,
"Jan 23, 2013",69994,,,,,,,,,,,,,,,
"Jan 24, 2013",70143,,,,,,,,,,,,,,,
"Jan 25, 2013",70195,,,,,,,,,,,,,,,
"Jan 26, 2013",70275,,,,,,,,,,,,,,,
"Jan 27, 2013",70414,,,,,,,,,,,,,,,
"Jan 28, 2013",70511,,,,,,,,,,,,,,,
"Jan 29, 2013",70647,,,,,,,,,,,,,,,
"Jan 30, 2013",70754,,,,,,,,,,,,,,,
"Jan 31, 2013",70861,,,,,,,,,,,,,,,
"Feb 01, 2013",71207,,,,,,,,,,,,,,,
"Feb 02, 2013",71466,,,,,,,,,,,,,,,
"Feb 03, 2013",71658,,,,,,,,,,,,,,,
"Feb 04, 2013",71847,,,,,,,,,,,,,,,
"Feb 05, 2013",72130,,,,,,,,,,,,,,,
"Feb 06, 2013",72256,,,,,,,,,,,,,,,
"Feb 07, 2013",72368,,,,,,,,,,,,,,,
"Feb 08, 2013",72471,,,,,,,,,,,,,,,
"Feb 09, 2013",72479,,,,,,,,,,,,,,,
"Feb 10, 2013",72860,,,,,,,,,,,,,,,
"Feb 11, 2013",73201,,,,,,,,,,,,,,,
"Feb 12, 2013",73401,,,,,,,,,,,,,,,
"Feb 13, 2013",73581,,,,,,,,,,,,,,,
"Feb 14, 2013",73682,,,,,,,,,,,,,,,
"Feb 15, 2013",74671,,,,,,,,,,,,,,,
"Feb 16, 2013",75779,,,,,,,,,,,,,,,
"Feb 17, 2013",76351,,,,,,,,,,,,,,,
"Feb 18, 2013",76705,,,,,,,,,,,,,,,
"Feb 19, 2013",77040,,,,,,,,,,,,,,,
"Feb 20, 2013",77358,,,,,,,,,,,,,,,
"Feb 21, 2013",77518,,,,,,,,,,,,,,,
"Feb 22, 2013",77864,,,,,,,,,,,,,,,
"Feb 23, 2013",78216,,,,,,,,,,,,,,,
"Feb 24, 2013",78653,,,,,,,,,,,,,,,
"Feb 25, 2013",79045,,,,,,,,,,,,,,,
"Feb 26, 2013",79268,,,,,,,,,,,,,,,
"Feb 27, 2013",79412,,,,,,,,,,,,,,,
"Feb 28, 2013",79882,,,,,,,,,,,,,,,
"Mar 01, 2013",80168,,,,,,,,,,,,,,,
"Mar 02, 2013",80250,,,,,,,,,,,,,,,
"Mar 03, 2013",80781,,,,,,,,,,,,,,,
"Mar 04, 2013",80946,,,,,,,,,,,,,,,
"Mar 05, 2013",81019,,,,,,,,,,,,,,,
"Mar 06, 2013",81430,,,,,,,,,,,,,,,
"Mar 07, 2013",81669,,,,,,,,,,,,,,,
"Mar 08, 2013",81923,,,,,,,,,,,,,,,
"Mar 09, 2013",82199,,,,,,,,,,,,,,,
"Mar 10, 2013",82474,,,,,,,,,,,,,,,
"Mar 11, 2013",82763,,,,,,,,,,,,,,,
"Mar 12, 2013",83041,,,,,,,,,,,,,,,
"Mar 13, 2013",83226,,,,,,,,,,,,,,,
"Mar 14, 2013",83501,,,,,,,,,,,,,,,
"Mar 15, 2013",83579,,,,,,,,,,,,,,,
"Mar 16, 2013",83736,,,,,,,,,,,,,,,
"Mar 17, 2013",84123,,,,,,,,,,,,,,,
"Mar 18, 2013",84476,,,,,,,,,,,,,,,
"Mar 19, 2013",84659,,,,,,,,,,,,,,,
"Mar 20, 2013",84825,,,,,,,,,,,,,,,
"Mar 21, 2013",84970,,,,,,,,,,,,,,,
"Mar 22, 2013",85117,,,,,,,,,,,,,,,
"Mar 23, 2013",85298,,,,,,,,,,,,,,,
"Mar 24, 2013",85611,,,,,,,,,,,,,,,
"Mar 25, 2013",85868,,,,,,,,,,,,,,,
"Mar 26, 2013",86045,,,,,,,,,,,,,,,
"Mar 27, 2013",86376,,,,,,,,,,,,,,,
"Mar 28, 2013",86509,,,,,,,,,,,,,,,
"Mar 29, 2013",86821,,,,,,,,,,,,,,,
"Mar 30, 2013",87055,,,,,,,,,,,,,,,
"Mar 31, 2013",87113,,,,,,,,,,,,,,,
"Apr 01, 2013",87376,,,,,,,,,,,,,,,
"Apr 02, 2013",87450,,,,,,,,,,,,,,,
"Apr 03, 2013",87738,,,,,,,,,,,,,,,
"Apr 04, 2013",87976,,,,,,,,,,,,,,,
"Apr 05, 2013",88144,,,,,,,,,,,,,,,
"Apr 06, 2013",88344,,,,,,,,,,,,,,,
"Apr 07, 2013",88697,,,,,,,,,,,,,,,
"Apr 08, 2013",88880,,,,,,,,,,,,,,,
"Apr 09, 2013",89032,,,,,,,,,,,,,,,
"Apr 10, 2013",89209,,,,,,,,,,,,,,,
"Apr 11, 2013",89255,,,,,,,,,,,,,,,
"Apr 12, 2013",89504,,,,,,,,,,,,,,,
"Apr 13, 2013",89723,,,,,,,,,,,,,,,
"Apr 14, 2013",89781,,,,,,,,,,,,,,,
"Apr 15, 2013",90161,,,,,,,,,,,,,,,
"Apr 16, 2013",90419,,,,,,,,,,,,,,,
"Apr 17, 2013",90589,,,,,,,,,,,,,,,
"Apr 18, 2013",90692,,,,,,,,,,,,,,,
"Apr 19, 2013",90832,,,,,,,,,,,,,,,
"Apr 20, 2013",90931,,,,,,,,,,,,,,,
"Apr 21, 2013",91309,,,,,,,,,,,,,,,
"Apr 22, 2013",91351,,,,,,,,,,,,,,,
"Apr 23, 2013",91548,,,,,,,,,,,,,,,
"Apr 24, 2013",91652,,,,,,,,,,,,,,,
"Apr 25, 2013",91767,,,,,,,,,,,,,,,
"Apr 26, 2013",91860,,,,,,,,,,,,,,,
"Apr 27, 2013",91972,,,,,,,,,,,,,,,
"Apr 28, 2013",92369,,,,,,,,,,,,,,,
"Apr 29, 2013",92462,,,,,,,,,,,,,,,
"Apr 30, 2013",92719,,,,,,,,,,,,,,,
"May 01, 2013",92853,,,,,,,,,,,,,,,
"May 02, 2013",92974,,,,,,,,,,,,,,,
"May 03, 2013",93143,,,,,,,,,,,,,,,
"May 04, 2013",93268,,,,,,,,,,,,,,,
"May 05, 2013",93545,,,,,,,,,,,,,,,
"May 06, 2013",93654,,,,,,,,,,,,,,,
"May 07, 2013",93889,,,,,,,,,,,,,,,
"May 08, 2013",93976,,,,,,,,,,,,,,,
"May 09, 2013",94045,,,,,,,,,,,,,,,
"May 10, 2013",94263,,,,,,,,,,,,,,,
"May 11, 2013",94503,,,,,,,,,,,,,,,
"May 12, 2013",94704,,,,,,,,,,,,,,,
"May 13, 2013",94867,,,,,,,,,,,,,,,
"May 14, 2013",94916,,,,,,,,,,,,,,,
"May 15, 2013",95082,,,,,,,,,,,,,,,
"May 16, 2013",95233,,,,,,,,,,,,,,,
"May 17, 2013",95292,,,,,,,,,,,,,,,
"May 18, 2013",95337,,,,,,,,,,,,,,,
"May 19, 2013",95827,,,,,,,,,,,,,,,
"May 20, 2013",96079,,,,,,,,,,,,,,,
"May 21, 2013",96352,,,,,,,,,,,,,,,
"May 22, 2013",96550,,,,,,,,,,,,,,,
"May 23, 2013",96644,,,,,,,,,,,,,,,
"May 24, 2013",96718,,,,,,,,,,,,,,,
"May 25, 2013",96837,,,,,,,,,,,,,,,
"May 26, 2013",97327,,,,,,,,,,,,,,,
"May 27, 2013",97609,,,,,,,,,,,,,,,
"May 28, 2013",97830,,,,,,,,,,,,,,,
"May 29, 2013",98030,,,,,,,,,,,,,,,
"May 30, 2013",98153,,,,,,,,,,,,,,,
"May 31, 2013",98361,,,,,,,,,,,,,,,
"Jun 01, 2013",98711,,,,,,,,,,,,,,,
"Jun 02, 2013",98830,,,,,,,,,,,,,,,
"Jun 03, 2013",99256,,,,,,,,,,,,,,,
"Jun 04, 2013",99426,,,,,,,,,,,,,,,
"Jun 05, 2013",99535,,,,,,,,,,,,,,,
"Jun 06, 2013",99686,,,,,,,,,,,,,,,
"Jun 07, 2013",99847,,,,,,,,,,,,,,,
"Jun 08, 2013",100163,,,,,,,,,,,,,,,
"Jun 09, 2013",100519,,,,,,,,,,,,,,,
"Jun 10, 2013",100812,,,,,,,,,,,,,,,
"Jun 11, 2013",101288,,,,,,,,,,,,,,,
"Jun 12, 2013",101429,,,,,,,,,,,,,,,
"Jun 13, 2013",101760,,,,,,,,,,,,,,,
"Jun 14, 2013",102202,,,,,,,,,,,,,,,
"Jun 15, 2013",102777,,,,,,,,,,,,,,,
"Jun 16, 2013",103493,,,,,,,,,,,,,,,
"Jun 17, 2013",103796,,,,,,,,,,,,,,,
"Jun 18, 2013",104268,,,,,,,,,,,,,,,
"Jun 19, 2013",104611,,,,,,,,,,,,,,,
"Jun 20, 2013",104915,,,,,,,,,,,,,,,
"Jun 21, 2013",105243,,,,,,,,,,,,,,,
"Jun 22, 2013",105558,,,,,,,,,,,,,,,
"Jun 23, 2013",106003,,,,,,,,,,,,,,,
"Jun 24, 2013",106233,,,,,,,,,,,,,,,
"Jun 25, 2013",106531,,,,,,,,,,,,,,,
"Jun 26, 2013",106823,,,,,,,,,,,,,,,
"Jun 27, 2013",107226,,,,,,,,,,,,,,,
"Jun 28, 2013",107419,,,,,,,,,,,,,,,
"Jun 29, 2013",107572,,,,,,,,,,,,,,,
"Jun 30, 2013",107638,,,,,,,,,,,,,,,
"Jul 01, 2013",108400,,,,,,,,,,,,,,,
"Jul 02, 2013",108848,,,,,,,,,,,,,,,
"Jul 03, 2013",109125,,,,,,,,,,,,,,,
"Jul 04, 2013",109444,,,,0,,,,,,,,,,,
"Jul 05, 2013",109720,,,,,,,,,,,,,,,
"Jul 06, 2013",109992,,,,,,,,,,,,,,,
"Jul 07, 2013",110228,,,,,,,,,,,,,,,
"Jul 08, 2013",110655,,,,,,,,,,,,,,,
"Jul 09, 2013",110903,,,,,,,,,,,,,,,
"Jul 10, 2013",111019,,,,,,,,,,,,,,,
"Jul 11, 2013",111765,,,,,,,,,,,,,,,
"Jul 12, 2013",112002,,,,,,,,,,,,,,,
"Jul 13, 2013",112310,,,,,,,,,,,,,,,
"Jul 14, 2013",112676,,,,,,,,,,,,,,,
"Jul 15, 2013",113063,,,,,,,,,,,,,,,
"Jul 16, 2013",,,,,,,,,,,,,,,,
"Jul 17, 2013",114128,,,,,,,,,,,,,,,
"Jul 18, 2013",114378,,,0,,,,,,,,,,,,
"Jul 19, 2013",114811,,,0,,,,,,,,,,,,
"Jul 20, 2013",115035,,,,,,,,,,,,,,,
"Jul 21, 2013",115305,,,,,,,,,,,,,,,
"Jul 22, 2013",115564,,,,,,,,,,,,,,,
"Jul 23, 2013",115835,,,,,,,,,,,,,,,
"Jul 24, 2013",116011,,,,,,,,,,,,,,,
"Jul 25, 2013",116307,,,,,,,,,,,,,,,
"Jul 26, 2013",116899,,,,,,,,,,,,,,,
"Jul 27, 2013",117407,,,,,,,,,,,,,,,
"Jul 28, 2013",117898,,,,,,,,,,,,,,,
"Jul 29, 2013",118238,,,,,,,,,,,,,,,
"Jul 30, 2013",118310,,,,,,,,,,,,,,,
"Jul 31, 2013",118861,,,,,,,,,,,,,,,
"Aug 01, 2013",119112,,,,,,,,,,,,,,,
"Aug 02, 2013",119318,,,,,,,,,,,,,,,
"Aug 03, 2013",120798,,,,,,,,,,,,,,,
"Aug 04, 2013",122039,,,,1000,,,,,,,,,,,
"Aug 05, 2013",122991,,,,,,,,,,,,,,,
"Aug 06, 2013",123289,,,,,,,,,,,,,,,
"Aug 07, 2013",124154,,,,,,,,,,,,,,,
"Aug 08, 2013",124773,,,,,,,,,,,,,,,
"Aug 09, 2013",125130,,,,,,,,,,,,,,,
"Aug 10, 2013",125475,,,,,,,,,,,,,,,
"Aug 11, 2013",125845,,,,,,,,,,,,,,,
"Aug 12, 2013",126157,,,,,,,,,,,,,,,
"Aug 13, 2013",126519,,,,,,,,,,,,,,,
"Aug 14, 2013",126886,,,,,,,,,,,,,,,
"Aug 15, 2013",127232,,,,,,,,,,,,,,,
"Aug 16, 2013",127533,,,,,,,,,,,,,,,
"Aug 17, 2013",127562,,,,,,,,,,,,,,,
"Aug 18, 2013",128093,,,,,,,,,,,,,,,
"Aug 19, 2013",128185,,,,,,,,,,,,,,,
"Aug 20, 2013",128981,,,,,,,,,,,,,,,
"Aug 21, 2013",130957,,,,,,,,,,,,,,,
"Aug 22, 2013",131891,,,,,,,,,,,,,,,
"Aug 23, 2013",132439,,,,,,,,,,,,,,,
"Aug 24, 2013",133179,,,,,,,,,,,,,,,
"Aug 25, 2013",134441,,,,,,,,,,,,,,,
"Aug 26, 2013",135156,,,,,,,,,,,,,,,
"Aug 27, 2013",135712,,,,,,,,,,,,,,,
"Aug 28, 2013",136334,,,,,,,,,,,,,,,
"Aug 29, 2013",136823,,,,,,,,,,,,,,,
"Aug 30, 2013",137357,,,,,,,,,,,,,,,
"Aug 31, 2013",137933,,,,,,,,,,,,,,,
"Sep 01, 2013",138603,,,,,,,,,,,,,,,
"Sep 02, 2013",139139,,,,,,,,,,,,,,,
"Sep 03, 2013",139786,,,,,,,,,,,,,,,
"Sep 04, 2013",140199,,,,,,,,,,,,,,,
"Sep 05, 2013",140889,,,,,,,,,,,,,,,
"Sep 06, 2013",141799,,,,,,,,,,,,,,,
"Sep 07, 2013",142836,,,,,,,,,,,,,,,
"Sep 08, 2013",143607,,,,,,,,,,,,,,,
"Sep 09, 2013",144506,,,,,,,,,,,,,,,
"Sep 10, 2013",144794,,,,,,,,,,,,,,,
"Sep 11, 2013",145394,,,,,,,,,,,,,,,
"Sep 12, 2013",146013,,,,,,,,,,,,,,,
"Sep 13, 2013",146490,,,,,,,,,,,,,,,
"Sep 14, 2013",147218,,,,,,,,,,,,,,,
"Sep 15, 2013",147928,,,,,,,,,,,,,,,
"Sep 16, 2013",148401,,,,,,,,,,,,,,,
"Sep 17, 2013",148733,,,,,,,,,,,,,,,
"Sep 18, 2013",149173,,,,,,,,,,,,,,,
"Sep 19, 2013",149548,,,,,,,,,,,,,,,
"Sep 20, 2013",149996,,,,,,,,,,,,,,,
"Sep 21, 2013",150663,,,,,,,,,,,,,,,
"Sep 22, 2013",151424,,,,,,,,,,,,,,,
"Sep 23, 2013",151864,,,,,,,,,,,,,,,
"Sep 24, 2013",152270,,,,,,,,,,,,,,,
"Sep 25, 2013",152723,,,,,,,,,,,,,,,
"Sep 26, 2013",153180,,,,,,,,,,,,,,,
"Sep 27, 2013",155945,,,,,,,,,,,,,,,
"Sep 28, 2013",158566,,,,,,,,,,,,,,,
"Sep 29, 2013",159753,,,,,,,,,,,,,,,
"Sep 30, 2013",160588,,,,,,,,,,,,,,,
"Oct 01, 2013",161085,,,,,,,,,,,,,,,
"Oct 02, 2013",161660,,,,,,,,,,,,,,,
"Oct 03, 2013",162141,,,,,,,,,,,,,,,
"Oct 04, 2013",164324,,,,,,,,,,,,,,,
"Oct 05, 2013",167596,,,,,,,,,,,,,,,
"Oct 06, 2013",169911,,,,,,,,,,,,,,,
"Oct 07, 2013",171418,,,,,,,,,,,,,,,
"Oct 08, 2013",172312,,,,,,,,,,,,,,,
"Oct 09, 2013",173003,,,,,,,,,,,,,,,
"Oct 10, 2013",173563,,,,,,,,,,,,,,,
"Oct 11, 2013",174123,,,,,,,,,,,,,,,
"Oct 12, 2013",174747,,,,,,,,,,,,,,,
"Oct 13, 2013",175454,,,,,,,,,,,,,,,
"Oct 14, 2013",176026,,,,,,,,,,,,,,,
"Oct 15, 2013",176516,,,,,,,,,,,,,,,
"Oct 16, 2013",176838,,,,,,,,,,,,,,,
"Oct 17, 2013",177363,,,,,,,,,,,,,,,
"Oct 18, 2013",177769,,,,,,,,,,,,,,,
"Oct 19, 2013",178148,,,,,,,,,,,,,,,
"Oct 20, 2013",178803,,,,,,,,,,,,,,,
"Oct 21, 2013",179267,,,,,,,,,,,,,,,
"Oct 22, 2013",179546,,,,,,,,,,,,,,,
"Oct 23, 2013",179925,,,,,,,,,,,,,,,
"Oct 24, 2013",180321,,,,,,,,,,,,,,,
"Oct 25, 2013",180726,,,,,,,,,,,,,,,
"Oct 26, 2013",181278,,,,,,,,,,,,,,,
"Oct 27, 2013",182035,,,,,,,,,,,,,,,
"Oct 28, 2013",182579,,,,,,,,,,,,,,,
"Oct 29, 2013",182916,,,,,,,,,,,,,,,
"Oct 30, 2013",183354,,,,,,,,,,,,,,,
"Oct 31, 2013",183713,,,,,,,,,,,,,,,
"Nov 01, 2013",184203,,,,,,,,,,,,,,,
"Nov 02, 2013",184899,,,,,,,,,,,,,,,
"Nov 03, 2013",185413,,,,,,,,,,,,,,,
"Nov 04, 2013",185819,,,,,,,,,,,,,,,
"Nov 05, 2013",,,,,,,,,,,,,,,,
"Nov 06, 2013",186540,,,,,,,,,,,,,,,
"Nov 07, 2013",186968,,,,,,,,,,,,,,,
"Nov 08, 2013",187256,,,,,,,,,,,,,,,
"Nov 09, 2013",187847,,,,,,,,,,,,,,,
"Nov 10, 2013",188490,,,,,,,,,,,,,,,
"Nov 11, 2013",188940,,,,,,,,,,,,,,,
"Nov 12, 2013",189329,,,,,,,,,,,,,,,
"Nov 13, 2013",189785,,,,,,,,,,,,,,,
"Nov 14, 2013",190131,,,,,,,,,,,,,,,
"Nov 15, 2013",192364,,,,,,,,,,,,,,,
"Nov 16, 2013",193980,,,,,,,,,,,,,,,
"Nov 17, 2013",195146,,,,,,,,,,,,,,,
"Nov 18, 2013",195530,,,,,,,,,,,,,,,
"Nov 19, 2013",,,,,,,,,,,,,,,,
"Nov 20, 2013",196319,,,,,,,,,,,,,,,
"Nov 21, 2013",,,,,,,,,,,,,,,,
"Nov 22, 2013",198797,,,,,,,,,,,,,,,
"Nov 23, 2013",,,,,10000,,,,,,,,,,,
"Nov 24, 2013",202352,,,,,,,,,,,,,,,
"Nov 25, 2013",204453,,,,,,,,,,,,,,,
"Nov 26, 2013",205648,,,,,,,,,,,,,,,
"Nov 27, 2013",209087,,,,,,,,,,,,,,,
"Nov 28, 2013",210148,,,,,,,,,,,,,,,
"Nov 29, 2013",210949,,,,,,,,,,,,,,,
"Nov 30, 2013",211991,,,,,,,,,,,,,,,
"Dec 01, 2013",213266,,,,,,,,,,,,,,,
"Dec 02, 2013",215302,,,,,,,,,,,,,,,
"Dec 03, 2013",217094,,,,,,,,,,,,,,,
"Dec 04, 2013",218762,,,,,,,,,,,,,,,
"Dec 05, 2013",220595,,,,,,,,,,,,,,,
"Dec 06, 2013",223223,,,,,,,,,,,,,,,
"Dec 07, 2013",224273,,,,,,,,,,,,,,,
"Dec 08, 2013",227444,,,,,,,,,,,,,,,
"Dec 09, 2013",229794,,,,,,,,,,,,,,,
"Dec 10, 2013",231153,,,,,,,,,,,,,,,
"Dec 11, 2013",232904,,,,,,,,,,,,,,,
"Dec 12, 2013",234475,,,,,,,,,,,,,,,
"Dec 13, 2013",235614,,,,,,,,,,,,,,,
"Dec 14, 2013",237043,,,,,,,,,,,,,,,
"Dec 15, 2013",238983,,,,,,,,,,,,,,,
"Dec 16, 2013",240114,,,,,,,,,,,,,,,
"Dec 17, 2013",240895,,,,,,,,,,,,,,,
"Dec 18, 2013",241905,,,,,,,,,,,,,,,
"Dec 19, 2013",242655,,,,,,,,,,,,,,,
"Dec 20, 2013",243669,,,,,,,,,,,,,,,
"Dec 21, 2013",247891,,,,,,,,,,,,,,,
"Dec 22, 2013",250542,,,,,,,,,,,,,,,
"Dec 23, 2013",252406,,,,,,,,,,,,,,,
"Dec 24, 2013",253721,,,,,,,,,,,,,,,
"Dec 25, 2013",254968,,,,,,,,,,,,,,,
"Dec 26, 2013",256131,,,,,,,,,,,,,,,
"Dec 27, 2013",257634,,,,,,,,,,,,,,,
"Dec 28, 2013",258954,,,,,,,,,,,,,,,
"Dec 29, 2013",260276,,,,,,,,,,,,,,,
"Dec 30, 2013",262070,,,,,,,,,,,,,,,
"Dec 31, 2013",263240,,,,,,,,,,,,,,,
"Jan 01, 2014",264355,,,,,,,,,,,,,,,
"Jan 02, 2014",266206,,,,,,,,,,,,,,,
"Jan 03, 2014",267446,,,,,,,,,,,,,,,
"Jan 04, 2014",268604,,,,,,,,,,,,,,,
"Jan 05, 2014",270151,,,,,,,,,,,,,,,
"Jan 06, 2014",271131,,,,,,,,,,,,,,,
"Jan 07, 2014",272699,,,,,,,,,,,,,,,
"Jan 08, 2014",273779,,,,,,,,,,,,,,,
"Jan 09, 2014",275131,,,,,,,,,,,,,,,
"Jan 10, 2014",276534,,,,,,,,,,,,,,,
"Jan 11, 2014",277993,,,,,,,,,,,,,,,
"Jan 12, 2014",279004,,,,,,,,,,,,,,,
"Jan 13, 2014",280499,,,,,,,,,,,,,,,
"Jan 14, 2014",281587,,,,,,,,,,,,,,,
"Jan 15, 2014",282164,,,,,,,,,,,,,,,
"Jan 16, 2014",283205,,,,,,,,,,,,,,,
"Jan 17, 2014",283771,,,,,,,,,,,,,,,
"Jan 18, 2014",285098,,,,,,,,,,,,,,,
"Jan 19, 2014",286120,,,,,,,,,,,,,,,
"Jan 20, 2014",286948,,,,,,,,,,,,,,,
"Jan 21, 2014",288328,,,,,,,,,,,,,,,
"Jan 22, 2014",288739,,,,,,,,,,,,,,,
"Jan 23, 2014",289570,,,,,,,,,,,,,,,
"Jan 24, 2014",290550,,,,,,,,,,,,,,,
"Jan 25, 2014",291511,,,,,,,,,,,,,,,
"Jan 26, 2014",292567,,,,,,,,,,,,,,,
"Jan 27, 2014",293216,,,,,,,,,,,,,,,
"Jan 28, 2014",293925,,,,,,,,,,,,,,,
"Jan 29, 2014",294641,,,,,,,,,,,,,,,
"Jan 30, 2014",295379,,,,,,,,,,,,,,,
"Jan 31, 2014",295930,,,,,,,,,,,,,,,
"Feb 01, 2014",296914,,,,,,,,,,,,,,,
"Feb 02, 2014",297846,,,,,,,,,,,,,,,
"Feb 03, 2014",298330,,,,,,,,,,,,,,,
"Feb 04, 2014",298710,,,,,,,,,,,,,,,
"Feb 05, 2014",299339,,,,,,,,,,,,,,,
"Feb 06, 2014",299953,,,,,,,,,,,,,,,
"Feb 07, 2014",300408,,,,,,,,,,,,,,,
"Feb 08, 2014",301199,,,,,,,,,,,,,,,
"Feb 09, 2014",302008,,,,,,,,,,,,,,,
"Feb 10, 2014",302331,,,,,,,,,,,,,,,
"Feb 11, 2014",302926,,,,,,,,,,,,,,,
"Feb 12, 2014",303240,,,,,,,,,,,,,,,
"Feb 13, 2014",,,,,,,,,,,,,,,,
"Feb 14, 2014",,,,,,,,,,,,,,,,
"Feb 15, 2014",,,,,,,,,,,,,,,,
"Feb 16, 2014",,,,,,,,,,,,,,,,
"Feb 17, 2014",306383,,,,,,,,,,,,,,,
"Feb 18, 2014",306982,,,,,,,,,,,,,,,
"Feb 19, 2014",307367,,,,,,,,,,,,,,,
"Feb 20, 2014",307913,,,,,,,,,,,,,,,
"Feb 21, 2014",308434,,,,,,,,,,,,,,,
"Feb 22, 2014",308957,,,,,,,,,,,,,,,
"Feb 23, 2014",309442,,,,,,,,,,,,,,,
"Feb 24, 2014",309852,,,,,,,,,,,,,,,
"Feb 25, 2014",310156,,,,,,,,,,,,,,,
"Feb 26, 2014",310471,,,,,,,,,,,,,,,
"Feb 27, 2014",310732,,,,,,,,,,,,,,,
"Feb 28, 2014",310974,,,,,,,,,,,,,,,
"Mar 01, 2014",311462,,,,,,,,,,,,,,,
"Mar 02, 2014",312144,,,,,,,,,,,,,,,
"Mar 03, 2014",312420,,,,,,,,,,,,,,,
"Mar 04, 2014",312779,,,,,,,,,,,,,,,
"Mar 05, 2014",313327,,,,,,,,,,,,,,,
"Mar 06, 2014",313682,,,,,,,,,,,,,,,
"Mar 07, 2014",313994,,,,,,,,,,,,,,,
"Mar 08, 2014",314585,,,,,,,,,,,,,,,
"Mar 09, 2014",315106,,,,,,,,,,,,,,,
"Mar 10, 2014",315658,,,,,,,,,,,,,,,
"Mar 11, 2014",316080,,,,,,,,,,,,,,,
"Mar 12, 2014",316814,,,,,,,,,,,,,,,
"Mar 13, 2014",317958,,,,,,,,,,,,,,,
"Mar 14, 2014",319233,,,,,,,,,,,,,,,
"Mar 15, 2014",320261,,,,,,,,,,,,,,,
"Mar 16, 2014",321812,,,,,,,,,,,,,,,
"Mar 17, 2014",322760,,,,,,,,,,,,,,,
"Mar 18, 2014",323630,,,,,,,,,,,,,,,
"Mar 19, 2014",324178,,,,,,,,,,,,,,,
"Mar 20, 2014",324602,,,,,,,,,,,,,,,
"Mar 21, 2014",325186,,,,,,,,,,,,,,,
"Mar 22, 2014",325876,,,,,,,,,,,,,,,
"Mar 23, 2014",326901,,,,,,,,,,,,,,,
"Mar 24, 2014",327576,,,,,,,,,,,,,,,
"Mar 25, 2014",328656,,,,,,,,,,,,,,,
"Mar 26, 2014",329548,,,,,,,,,,,,,,,
"Mar 27, 2014",330152,,,,,,,,,,,,,,,
"Mar 28, 2014",330703,,,,,,,,,,,,,,,
"Mar 29, 2014",331461,,,,,,,,,,,,,,,
"Mar 30, 2014",332396,,,,,,,,,,,,,,,
"Mar 31, 2014",333155,,,,,,,,,,,,,,,
"Apr 01, 2014",333615,,,,,,,,,,,,,,,
"Apr 02, 2014",334202,,,,,,,,,,,,,,,
"Apr 03, 2014",334561,,,,,,,,,,,,,,,
"Apr 04, 2014",335092,,,,,,,,,,,,,,,
"Apr 05, 2014",336145,,,,,,,,,,,,,,,
"Apr 06, 2014",337059,,,,,,,,,,,,,,,
"Apr 07, 2014",337765,,,,,,,,,,,,,,,
"Apr 08, 2014",337948,,,,,,,,,,,,,,,
"Apr 09, 2014",338930,,,,,,,,,,,,,,,
