Date,Dangthatsalongname,InTheLittleWood aka Martyn,KrowFang,LDShadowLady,OwengeJuiceTV,Shubble,Snifferish,Solidarity,TheOrionSound,Tubbo,acho,apokuna,bekyamon,olivesleepy,soupforeloise,willowmvp
25-May-11,,,,3587,,,,,,,,,,,,
26-May-11,,,,3609,,,,,,,,,,,,
27-May-11,,,,3641,,,,,,,,,,,,
28-May-11,,,,3658,,,,,,,,,,,,
29-May-11,,,,3673,,,,,,,,,,,,
30-May-11,,,,3697,,,,,,,,,,,,
31-May-11,,,,3735,,,,,,,,,,,,
1-Jun-11,,,,3782,,,,,,,,,,,,
2-Jun-11,,,,3825,,,,,,,,,,,,
3-Jun-11,,,,3876,,,,,,,,,,,,
4-Jun-11,,,,3908,,,,,,,,,,,,
5-Jun-11,,,,3920,,,,,,,,,,,,
6-Jun-11,,,,4042,,,,,,,,,,,,
7-Jun-11,,,,4086,,,,,,,,,,,,
8-Jun-11,,,,4098,,,,,,,,,,,,
9-Jun-11,,,,4150,,,,,,,,,,,,
10-Jun-11,,,,4202,,,,,,,,,,,,
11-Jun-11,,,,4228,,,,,,,,,,,,
12-Jun-11,,,,4270,,,,,,,,,,,,
13-Jun-11,,,,4354,,,,,,,,,,,,
14-Jun-11,,,,4385,,,,,,,,,,,,
15-Jun-11,,,,4405,,,,,,,,,,,,
16-Jun-11,,,,4478,,,,,,,,,,,,
17-Jun-11,,,,4578,,,,,,,,,,,,
18-Jun-11,,,,4612,,,,,,,,,,,,
19-Jun-11,,,,4658,,,,,,,,,,,,
20-Jun-11,,,,4667,,,,,,,,,,,,
21-Jun-11,,,,4704,,,,,,,,,,,,
22-Jun-11,,,,4766,,,,,,,,,,,,
23-Jun-11,,,,4816,,,,,,,,,,,,
24-Jun-11,,,,4826,,,,,,,,,,,,
25-Jun-11,,,,5037,,,,,,,,,,,,
26-Jun-11,,,,5079,,,,,,,,,,,,
27-Jun-11,,,,5316,,,,,,,,,,,,
28-Jun-11,,,,5483,,,,,,,,,,,,
29-Jun-11,,,,5559,,,,,,,,,,,,
30-Jun-11,,,,5609,,,,,,,,,,,,
1-Jul-11,,,,5705,,,,,,,,,,,,
2-Jul-11,,,,5757,,,,,,,,,,,,
3-Jul-11,,,,5842,,,,,,,,,,,,
4-Jul-11,,,,5944,,,,,,,,,,,,
5-Jul-11,,,,6034,,,,,,,,,,,,
6-Jul-11,,,,6106,,,,,,,,,,,,
7-Jul-11,,,,6159,,,,,,,,,,,,
8-Jul-11,,,,6208,,,,,,,,,,,,
9-Jul-11,,,,6381,,,,,,,,,,,,
10-Jul-11,,,,6494,,,,,,,,,,,,
11-Jul-11,,,,6538,,,,,,,,,,,,
12-Jul-11,,,,6593,,,,,,,,,,,,
13-Jul-11,,,,6677,,,,,,,,,,,,
14-Jul-11,,,,6759,,,,,,,,,,,,
15-Jul-11,,,,6813,,,,,,,,,,,,
16-Jul-11,,,,6819,,,,,,,,,,,,
17-Jul-11,,,,6917,,,,,,,,,,,,
18-Jul-11,,,,6983,,,,,,,,,,,,
19-Jul-11,,,,7055,,,,,,,,,,,,
20-Jul-11,,,,7134,,,,,,,,,,,,
21-Jul-11,,,,7201,,,,,,,,,,,,
22-Jul-11,,,,7260,,,,,,,,,,,,
23-Jul-11,,,,7318,,,,,,,,,,,,
24-Jul-11,,,,7373,,,,,,,,,,,,
25-Jul-11,,,,7457,,,,,,,,,,,,
26-Jul-11,,,,7527,,,,,,,,,,,,
27-Jul-11,,,,7583,,,,,,,,,,,,
28-Jul-11,,,,7635,,,,,,,,,,,,
29-Jul-11,,,,,,,,,,,,,,,,
30-Jul-11,,,,7758,,,,,,,,,,,,
31-Jul-11,,,,7824,,,,,,,,,,,,
1-Aug-11,,,,7980,,,,,,,,,,,,
2-Aug-11,,,,8123,,,,,,,,,,,,
3-Aug-11,,,,8248,,,,,,,,,,,,
4-Aug-11,,,,8339,,,,,,,,,,,,
5-Aug-11,,,,8423,,,,,,,,,,,,
6-Aug-11,,,,8445,,,,,,,,,,,,
7-Aug-11,,,,8920,,,,,,,,,,,,
8-Aug-11,,,,9021,,,,,,,,,,,,
9-Aug-11,,,,9099,,,,,,,,,,,,
10-Aug-11,,,,9157,,,,,,,,,,,,
11-Aug-11,,,,9217,,,,,,,,,,,,
12-Aug-11,,,,9250,,,,,,,,,,,,
13-Aug-11,,,,9468,,,,,,,,,,,,
14-Aug-11,,,,9527,,,,,,,,,,,,
15-Aug-11,,,,9592,,,,,,,,,,,,
16-Aug-11,,,,9651,,,,,,,,,,,,
17-Aug-11,,,,9704,,,,,,,,,,,,
18-Aug-11,,,,9756,,,,,,,,,,,,
19-Aug-11,,,,9828,,,,,,,,,,,,
20-Aug-11,,,,9915,,,,,,,,,,,,
21-Aug-11,,,,10002,,,,,,,,,,,,
22-Aug-11,,,,10147,,,,,,,,,,,,
23-Aug-11,,,,10194,,,,,,,,,,,,
24-Aug-11,,,,10257,,,,,,,,,,,,
25-Aug-11,,,,10291,,,,,,,,,,,,
26-Aug-11,,,,10308,,,,,,,,,,,,
27-Aug-11,,,,10389,,,,,,,,,,,,
28-Aug-11,,,,10467,,,,,,,,,,,,
29-Aug-11,,,,10519,,,,,,,,,,,,
30-Aug-11,,,,10592,,,,,,,,,,,,
31-Aug-11,,,,10625,,,,,,,,,,,,
1-Sep-11,,,,10631,,,,,,,,,,,,
2-Sep-11,,,,10711,,,,,,,,,,,,
3-Sep-11,,,,10805,,,,,,,,,,,,
4-Sep-11,,,,10871,,,,,,,,,,,,
5-Sep-11,,,,10936,,,,,,,,,,,,
6-Sep-11,,,,10954,,,,,,,,,,,,
7-Sep-11,,,,10983,,,,,,,,,,,,
8-Sep-11,,,,11065,,,,,,,,,,,,
9-Sep-11,,,,11102,,,,,,,,,,,,
10-Sep-11,,,,11107,,,,,,,,,,,,
11-Sep-11,,,,11203,,,,,,,,,,,,
12-Sep-11,,,,11218,,,,,,,,,,,,
13-Sep-11,,,,11249,,,,,,,,,,,,
14-Sep-11,,,,11282,,,,,,,,,,,,
15-Sep-11,,,,11341,,,,,,,,,,,,
16-Sep-11,,,,11407,,,,,,,,,,,,
17-Sep-11,,,,11484,,,,,,,,,,,,
18-Sep-11,,,,11604,,,,,,,,,,,,
19-Sep-11,,,,11699,,,,,,,,,,,,
20-Sep-11,,,,11805,,,,,,,,,,,,
21-Sep-11,,,,11874,,,,,,,,,,,,
22-Sep-11,,,,11946,,,,,,,,,,,,
23-Sep-11,,,,,,,,,,,,,,,,
24-Sep-11,,,,12092,,,,,,,,,,,,
25-Sep-11,,,,12153,,,,,,,,,,,,
26-Sep-11,,,,12270,,,,,,,,,,,,
27-Sep-11,,,,12377,,,,,,,,,,,,
28-Sep-11,,,,12470,,,,,,,,,,,,
29-Sep-11,,,,12521,,,,,,,,,,,,
30-Sep-11,,,,12529,,,,,,,,,,,,
1-Oct-11,,,,12571,,,,,,,,,,,,
2-Oct-11,,,,12627,,,,,,,,,,,,
3-Oct-11,,,,12671,,,,,,,,,,,,
4-Oct-11,,,,12723,,,,,,,,,,,,
5-Oct-11,,,,12774,,,,,,,,,,,,
6-Oct-11,,,,12808,,,,,,,,,,,,
7-Oct-11,,,,12832,,,,,,,,,,,,
8-Oct-11,,,,12862,,,,,,,,,,,,
9-Oct-11,,,,12910,,,,,,,,,,,,
10-Oct-11,,,,12987,,,,,,,,,,,,
11-Oct-11,,,,13087,,,,,,,,,,,,
12-Oct-11,,,,13138,,,,,,,,,,,,
13-Oct-11,,,,13140,,,,,,,,,,,,
14-Oct-11,,,,13176,,,,,,,,,,,,
15-Oct-11,,,,13215,,,,,,,,,,,,
16-Oct-11,,,,13278,,,,,,,,,,,,
17-Oct-11,,,,13286,,,,,,,,,,,,
18-Oct-11,,,,13320,,,,,,,,,,,,
19-Oct-11,,,,13346,,,,,,,,,,,,
20-Oct-11,,,,13404,,,,,,,,,,,,
21-Oct-11,,,,13464,,,,,,,,,,,,
22-Oct-11,,,,13487,,,,,,,,,,,,
23-Oct-11,,,,13500,,,,,,,,,,,,
24-Oct-11,,,,13632,,,,,,,,,,,,
25-Oct-11,,,,13750,,,,,,,,,,,,
26-Oct-11,,,,13762,,,,,,,,,,,,
27-Oct-11,,,,13801,,,,,,,,,,,,
28-Oct-11,,,,13859,,,,,,,,,,,,
29-Oct-11,,,,13898,,,,,,,,,,,,
30-Oct-11,,,,13913,,,,,,,,,,,,
31-Oct-11,,,,13957,,,,,,,,,,,,
1-Nov-11,,,,14069,,,,,,,,,,,,
2-Nov-11,,,,14119,,,,,,,,,,,,
3-Nov-11,,,,14129,,,,,,,,,,,,
4-Nov-11,,,,14170,,,,,,,,,,,,
5-Nov-11,,,,14251,,,,,,,,,,,,
6-Nov-11,,,,14297,,,,,,,,,,,,
7-Nov-11,,,,14355,,,,,,,,,,,,
8-Nov-11,,,,14380,,,,,,,,,,,,
9-Nov-11,,,,14451,,,,,,,,,,,,
10-Nov-11,,,,14463,,,,,,,,,,,,
11-Nov-11,,,,14489,,,,,,,,,,,,
12-Nov-11,,,,14521,,,,,,,,,,,,
13-Nov-11,,,,14589,,,,,,,,,,,,
14-Nov-11,,,,14650,,,,,,,,,,,,
15-Nov-11,,,,14666,,,,,,,,,,,,
16-Nov-11,,,,14699,,,,,,,,,,,,
17-Nov-11,,,,14734,,,,,,,,,,,,
18-Nov-11,,,,14784,,,,,,,,,,,,
19-Nov-11,,,,14814,,,,,,,,,,,,
20-Nov-11,,,,14889,,,,,,,,,,,,
21-Nov-11,,,,14897,,,,,,,,,,,,
22-Nov-11,,,,14973,,,,,,,,,,,,
23-Nov-11,,,,15025,,,,,,,,,,,,
24-Nov-11,,,,15066,,,,,,,,,,,,
25-Nov-11,,,,15107,,,,,,,,,,,,
26-Nov-11,,,,15257,,,,,,,,,,,,
27-Nov-11,,,,15373,,,,,,,,,,,,
28-Nov-11,,,,15576,,,,,,,,,,,,
29-Nov-11,,,,15665,,,,,,,,,,,,
30-Nov-11,,,,15739,,,,,,,,,,,,
1-Dec-11,,,,15782,,,,,,,,,,,,
2-Dec-11,,,,15858,,,,,,,,,,,,
3-Dec-11,,,,16113,,,,,,,,,,,,
4-Dec-11,,,,16188,,,,,,,,,,,,
5-Dec-11,,,,16253,,,,,,,,,,,,
6-Dec-11,,,,16325,,,,,,,,,,,,
7-Dec-11,,,,16413,,,,,,,,,,,,
8-Dec-11,,,,16451,,,,,,,,,,,,
9-Dec-11,,,,16468,,,,,,,,,,,,
10-Dec-11,,,,16577,,,,,,,,,,,,
11-Dec-11,,,,16617,,,,,,,,,,,,
12-Dec-11,,,,16636,,,,,,,,,,,,
13-Dec-11,,,,16721,,,,,,,,,,,,
14-Dec-11,,,,16778,,,,,,,,,,,,
15-Dec-11,,,,16830,,,,,,,,,,,,
16-Dec-11,,,,16899,,,,,,,,,,,,
17-Dec-11,,,,16911,,,,,,,,,,,,
18-Dec-11,,,,16928,,,,,,,,,,,,
19-Dec-11,,,,16958,,,,,,,,,,,,
20-Dec-11,,,,16978,,,,,,,,,,,,
21-Dec-11,,,,16994,,,,,,,,,,,,
22-Dec-11,,,,17029,,,,,,,,,,,,
23-Dec-11,,,,17046,,,,,,,,,,,,
24-Dec-11,,,,17124,,,,,,,,,,,,
25-Dec-11,,,,17137,,,,,,,,,,,,
26-Dec-11,,,,17192,,,,,,,,,,,,
27-Dec-11,,,,17199,,,,,,,,,,,,
28-Dec-11,,,,17223,,,,,,,,,,,,
29-Dec-11,,,,17243,,,,,,,,,,,,
30-Dec-11,,,,17274,,,,,,,,,,,,
31-Dec-11,,,,17312,,,,,,,,,,,,
1-Jan-12,,,,17331,,,,,,,,,,,,
2-Jan-12,,,,17670,,,,,,,,,,,,
3-Jan-12,,,,17714,,,,,,,,,,,,
4-Jan-12,,,,17731,,,,,,,,,,,,
5-Jan-12,,,,17762,,,,,,,,,,,,
6-Jan-12,,,,17775,,,,,,,,,,,,
7-Jan-12,,,,17779,,,,,,,,,,,,
8-Jan-12,,,,17847,,,,,,,,,,,,
9-Jan-12,,,,17881,,,,,,,,,,,,
10-Jan-12,,,,17898,,,,,,,,,,,,
11-Jan-12,,,,17924,,,,,,,,,,,,
12-Jan-12,,,,17401,,,,,,,,,,,,
13-Jan-12,,,,17420,,,,,,,,,,,,
14-Jan-12,,,,17521,,,,,,,,,,,,
15-Jan-12,,,,17561,,,,,,,,,,,,
16-Jan-12,,,,17611,,,,,,,,,,,,
17-Jan-12,,,,17635,,,,,,,,,,,,
18-Jan-12,,,,17666,,,,,,,,,,,,
19-Jan-12,,,,17689,,,,,,,,,,,,
20-Jan-12,,,,17694,,,,,,,,,,,,
21-Jan-12,,,,17731,,,,,,,,,,,,
22-Jan-12,,,,17778,,,,,,,,,,,,
23-Jan-12,,,,17798,,,,,,,,,,,,
24-Jan-12,,,,17800,,,,,,,,,,,,
25-Jan-12,,,,17810,,,,,,,,,,,,
26-Jan-12,,,,17891,,,,,,,,,,,,
27-Jan-12,,,,17903,,,,,,,,,,,,
28-Jan-12,,,,17987,,,,,,,,,,,,
29-Jan-12,,,,18056,,,,,,,,,,,,
30-Jan-12,,,,18109,,,,,,,,,,,,
31-Jan-12,,,,18176,,,,,,,,,,,,
1-Feb-12,,,,18210,,,,,,,,,,,,
2-Feb-12,,,,18230,,,,,,,,,,,,
3-Feb-12,,,,18246,,,,,,,,,,,,
4-Feb-12,,,,18287,,,,,,,,,,,,
5-Feb-12,,,,18322,,,,,,,,,,,,
6-Feb-12,,,,18328,,,,,,,,,,,,
7-Feb-12,,,,18389,,,,,,,,,,,,
8-Feb-12,,,,18408,,,,,,,,,,,,
9-Feb-12,,,,18449,,,,,,,,,,,,
10-Feb-12,,,,18507,,,,,,,,,,,,
11-Feb-12,,,,18508,,,,,,,,,,,,
12-Feb-12,,,,18550,,,,,,,,,,,,
13-Feb-12,,,,18598,,,,,0,,,,,,,
14-Feb-12,,,,18600,,,,,,,,,,,,
15-Feb-12,,,,18616,,,,,,,,,,,,
16-Feb-12,,,,18640,,,,,,,,,,,,
17-Feb-12,,,,18666,,,,,,,,,,,,
18-Feb-12,,,,18879,,,,,,,,,,,,
19-Feb-12,,,,18989,,,,,,,,,,,,
20-Feb-12,,,,19001,,,,,,,,,,,,
21-Feb-12,,,,19089,,,,,,,,,,,,
22-Feb-12,,,,19132,,,,,,,,,,,,
23-Feb-12,,,,19175,,,,,,,,,,,,
24-Feb-12,,,,19270,,,,,,,,,,,,
25-Feb-12,,,,19271,,,,,,,,,,,,
26-Feb-12,,,,19308,,,,,,,,,,,,
27-Feb-12,,,,19386,,,,,150,,,,,,,
28-Feb-12,,,,19417,,,,,,,,,,,,
29-Feb-12,,,,19461,,,,,,,,,,,,
1-Mar-12,,,,19492,,,,,,,,,,,,
2-Mar-12,,,,19497,,,,,,,,,,,,
3-Mar-12,,,,19515,,,,,,,,,,,,
4-Mar-12,,,,19544,,,,,,,,,,,,
5-Mar-12,,,,19585,,,,,,,,,,,,
6-Mar-12,,,,19586,,,,,,,,,,,,
7-Mar-12,,,,19716,,,,,,,,,,,,
8-Mar-12,,,,20147,,,,,,,,,,,,
9-Mar-12,,,,20173,,,,,,,,,,,,
10-Mar-12,,,,20180,,,,,,,,,,,,
11-Mar-12,,,,20231,,,,,,,,,,,,
12-Mar-12,,,,20249,,,,,,,,,,,,
13-Mar-12,,,,20588,,,,,,,,,,,,
14-Mar-12,,,,20648,,,,,,,,,,,,
15-Mar-12,,,,20713,,,,,,,,,,,,
16-Mar-12,,,,20735,,,,,,,,,,,,
17-Mar-12,,,,20755,,,,,,,,,,,,
18-Mar-12,,,,20777,,,,,,,,,,,,
19-Mar-12,,,,20789,,,,,,,,,,,,
20-Mar-12,,,,20804,,,,,,,,,,,,
21-Mar-12,,,,20810,,,,,,,,,,,,
22-Mar-12,,,,20828,,,,,,,,,,,,
23-Mar-12,,,,20838,,,,,,,,,,,,
24-Mar-12,,,,20844,,,,,,,,,,,,
25-Mar-12,,,,20849,,,,,,,,,,,,
26-Mar-12,,,,20867,,,,,,,,,,,,
27-Mar-12,,,,20883,,,,,,,,,,,,
28-Mar-12,,,,20892,,,,,,,,,,,,
29-Mar-12,,,,20914,,,,,,,,,,,,
30-Mar-12,,,,20916,,,,,,,,,,,,
31-Mar-12,,,,20938,,,,,,,,,,,,
1-Apr-12,,,,20943,,,,,,,,,,,,
2-Apr-12,,,,20966,,,,,,,,,,,,
3-Apr-12,,,,20968,,,,,,,,,,,,
4-Apr-12,,,,20989,,,,,,,,,,,,
5-Apr-12,,,,21044,,,,,,,,,,,,
6-Apr-12,,,,21056,,,,,,,,,,,,
7-Apr-12,,,,21096,,,,,,,,,,,,
8-Apr-12,,10000,,21101,,,,,,,,,,,,
9-Apr-12,,,,21188,,,,,,,,,,,,
10-Apr-12,,,,21338,,,,,,,,,,,,
11-Apr-12,,,,21418,,,,,,,,,,,,
12-Apr-12,,,,21607,,,,,,,,,,,,
13-Apr-12,,,,21971,,,,,,,,,,,,
14-Apr-12,,,,22224,,,,,,,,,,,,
15-Apr-12,,,,22289,,,,,,,,,,,,
16-Apr-12,,,,22628,,,,,,,,,,,,
17-Apr-12,,,,22730,,,,,,,,,,,,
18-Apr-12,,,,22837,,,,,,,,,,,,
19-Apr-12,,,,22867,,,,,,,,,,,,
20-Apr-12,,,,23014,,,,,,,,,,,,
21-Apr-12,,,,23028,,,,,,,,,,,,
22-Apr-12,,,,23167,,,,,,,,,,,,
23-Apr-12,,,,23766,,,,,,,,,,,,
24-Apr-12,,,,24432,,,,,,,,,,,,
25-Apr-12,,,,24554,,,,,,,,,,,,
26-Apr-12,,,,24930,,,,,,,,,,,,
27-Apr-12,,,,25111,,,,,,,,,,,,
28-Apr-12,,,,25164,,,,,,,,,,,,
29-Apr-12,,,,25275,,,,,,,,,,,,
30-Apr-12,,,,25619,,,,,,,,,,,,
1-May-12,,,,25679,,,,,,,,,,,,
2-May-12,,,,26072,,,,,,,,,,,,
3-May-12,,,,26296,,,,,,,,,,,,
4-May-12,,,,26438,,,,,,,,,,,,
5-May-12,,,,26529,,,,,,,,,,,,
6-May-12,,,,26833,,,,,,,,,,,,
7-May-12,,,,27331,,,,,,,,,,,,
8-May-12,,,,27614,,,,,,,,,,,,
9-May-12,,,,28132,,,,,,,,,,,,
10-May-12,,,,28334,,,,,,,,,,,,
11-May-12,,,,28679,,,,,,,,,,,,
12-May-12,,,,29000,,,,,,,,,,,,
13-May-12,,,,29069,,,,,,,,,,,,
14-May-12,,,,29860,,,,,,,,,,,,
15-May-12,,,,30105,,,,,,,,,,,,
16-May-12,,,,30295,,,,,,,,,,,,
17-May-12,,,,30341,,,,,,,,,,,,
18-May-12,,,,30603,,,,,,,,,,,,
19-May-12,,,,30839,,,,,,,,,,,,
20-May-12,,,,31041,,,,,,,,,,,,
21-May-12,,,,31352,,,,,,,,,,,,
22-May-12,,,,31375,,,,,,,,,,,,
23-May-12,,,,31769,,,,,,,,,,,,
24-May-12,,,,31902,,,,,,,,,,,,
25-May-12,,,,32016,,,,,,,,,,,,
26-May-12,,,,32060,,,,,,,,,,,,
27-May-12,,,,32419,,,,,,,,,,,,
28-May-12,,,,32633,,,,,,,,,,,,
29-May-12,,,,32759,,,,,,,,,,,,
30-May-12,,,,32905,,,,,,,,,,,,
31-May-12,,,,32923,,,,,,,,,,,,
1-Jun-12,,,,33156,,,,,,,,,,,,
2-Jun-12,,,,33363,,,,,,,,,,,,
3-Jun-12,,,,33658,,,,,,,,,,,,
4-Jun-12,,,,33983,,,,,,,,,,,,
5-Jun-12,,,,34233,,,,,,,,,,,,
6-Jun-12,,,,34274,,,,,,,,,,,,
7-Jun-12,,,,34653,,,,,,,,,,,,
8-Jun-12,,,,34697,,,,,,,,,,,,
9-Jun-12,,,,34995,,,,,,,,,,,,
10-Jun-12,,,,35154,,,,,,,,,,,,
11-Jun-12,,,,35183,,,,,,,,,,,,
12-Jun-12,,,,35336,,,,,,,,,,,,
13-Jun-12,,,,35592,,,,,,,,,,,,
14-Jun-12,,,,35680,,,,,,,,,,,,
15-Jun-12,,,,35930,,,,,,,,,,,,
16-Jun-12,,,,36191,,,,,,,,,,,,
17-Jun-12,,,,36368,,,,,,,,,,,,
18-Jun-12,,,,36471,,,,,,,,,,,,
19-Jun-12,,,,36716,,,,,,,,,,,,
20-Jun-12,,,,36811,,,,,,,,,,,,
21-Jun-12,,,,36931,,,,,,,,,,,,
22-Jun-12,,,,36987,,,,,,,,,,,,
23-Jun-12,,,,37096,,,,,,,,,,,,
24-Jun-12,,,,37375,,,,,,,,,,,,
25-Jun-12,,,,37545,,,,,,,,,,,,
26-Jun-12,,,,37729,,,,,,,,,,,,
27-Jun-12,,,,37772,,,,,,,,,,,,
28-Jun-12,,,,37964,,,,,,,,,,,,
29-Jun-12,,,,38196,,,,,,,,,,,,
30-Jun-12,,,,38280,,,,,,,,,,,,
1-Jul-12,,,,38447,,,,,,,,,,,,
2-Jul-12,,,,38598,,,,,,,,,,,,
3-Jul-12,,,,38622,,,,,,,,,,,,
4-Jul-12,,,,38799,,,,,,,,,,,,
5-Jul-12,,,,38830,,,,,,,,,,,,
6-Jul-12,,,,39044,,,,,,,,,,,,
7-Jul-12,,,,39077,,,,,,,,,,,,
8-Jul-12,,,,39218,,,,,,,,,,,,
9-Jul-12,,,,39358,,,,,,,,,,,,
10-Jul-12,,,,39523,,,,,,,,,,,,
11-Jul-12,,,,39744,,,,,,,,,,,,
12-Jul-12,,,,39951,,,,,,,,,,,,
13-Jul-12,,,,40108,,,,,,,,,,,,
14-Jul-12,,,,40299,,,,,,,,,,,,
15-Jul-12,,,,40435,,,,,,,,,,,,
16-Jul-12,,,,40591,,,,,,,,,,,,
17-Jul-12,,,,40800,,,,,,,,,,,,
18-Jul-12,,,,40840,,,,,,,,,,,,
19-Jul-12,,,,41056,,,,,,,,,,,,
20-Jul-12,,,,41107,,,,,,,,,,,,
21-Jul-12,,,,41379,,,,,,,,,,,,
22-Jul-12,,,,41603,,,,,,,,,,,,
23-Jul-12,,,,41805,,,,,,,,,,,,
24-Jul-12,,,,41992,,,,,,,,,,,,
25-Jul-12,,,,42371,,,,,,,,,,,,
26-Jul-12,,,,42860,,,,,,,,,,,,
27-Jul-12,,,,43065,,,,,,,,,,,,
28-Jul-12,,,,43173,,,,,,,,,,,,
29-Jul-12,,,,43381,,,,,,,,,,,,
30-Jul-12,,,,43622,,,,,,,,,,,,
31-Jul-12,,,,43804,,,,,,,,,,,,
1-Aug-12,,,,43961,,,,,,,,,,,,
2-Aug-12,,,,44083,,,,,,,,,,,,
3-Aug-12,,,,44262,,,,,1000,,,,,,,
4-Aug-12,,,,44426,,,,,,,,,,,,
5-Aug-12,,,,44683,,,,,,,,,,,,
6-Aug-12,,,,44897,,,,,,,,,,,,
7-Aug-12,,,,45038,,,,,,,,,,,,
8-Aug-12,,,,45234,,,,,,,,,,,,
9-Aug-12,,,,45411,,,,,,,,,,,,
10-Aug-12,,,,45515,,,,,,,,,,,,
11-Aug-12,,,,45718,,,,,,,,,,,,
12-Aug-12,,,,45884,,,,,,,,,,,,
13-Aug-12,,,,46181,,,,,,,,,,,,
14-Aug-12,,,,46288,,,,,,,,,,,,
15-Aug-12,,,,46727,,,,,,,,,,,,
16-Aug-12,,,,46954,,,,,,,,,,,,
17-Aug-12,,,,47212,,,,,,,,,,,,
18-Aug-12,,,,47446,,,,,,,,,,,,
19-Aug-12,,,,47661,,,,,,,,,,,,
20-Aug-12,,,,47892,,,,,,,,,,,,
21-Aug-12,,,,48072,,,,,,,,,,,,
22-Aug-12,,,,48292,,,,,,,,,,,,
23-Aug-12,,,,48559,,,,,,,,,,,,
24-Aug-12,,,,48737,,,,,,,,,,,,
25-Aug-12,,,,48996,,,,,,,,,,,,
26-Aug-12,,,,49262,,,,,,,,,,,,
27-Aug-12,,,,49501,,,,,,,,,,,,
28-Aug-12,,,,49736,,,,,,,,,,,,
29-Aug-12,,,,50036,,,,,,,,,,,,
30-Aug-12,,,,50347,,,,,,,,,,,,
31-Aug-12,,,,50628,,,,,,,,,,,,
1-Sep-12,,,,50967,,,,,,,,,,,,
2-Sep-12,,,,51296,,,,,,,,,,,,
3-Sep-12,,,,51480,,,,,,,,,,,,
4-Sep-12,,,,51730,,,,,,,,,,,,
5-Sep-12,,,,51852,,,,,,,,,,,,
6-Sep-12,,,,52048,,,,,,,,,,,,
7-Sep-12,,,,52180,,,,,,,,,,,,
8-Sep-12,,,,52445,,,,,,,,,,,,
9-Sep-12,,,,52690,,,,,,,,,,,,
10-Sep-12,,,,52814,,,,,,,,,,,,
11-Sep-12,,,,52903,,,,,,,,,,,,
12-Sep-12,,,,53134,,,,,,,,,,,,
13-Sep-12,,,,53278,,,,,,,,,,,,
14-Sep-12,,,,53391,,,,,,,,,,,,
15-Sep-12,,,,53538,,,,,,,,,,,,
16-Sep-12,,,,53681,,,,,,,,,,,,
17-Sep-12,,,,53778,,,,,,,,,,,,
18-Sep-12,,,,53821,,,,,,,,,,,,
19-Sep-12,,,,53802,,,,,,,,,,,,
20-Sep-12,,,,53862,,,,,,,,,,,,
21-Sep-12,,,,53956,,,,,,,,,,,,
22-Sep-12,,,,54100,,,,,,,,,,,,
23-Sep-12,,,,54139,,,,,,,,,,,,
24-Sep-12,,,,54313,,,,,,,,,,,,
25-Sep-12,,,,54419,,,,,,,,,,,,
26-Sep-12,,,,54502,,,,,,,,,,,,
27-Sep-12,,,,54714,,,,,,,,,,,,
28-Sep-12,,,,54790,,,,,,,,,,,,
29-Sep-12,,,,54902,,,,,,,,,,,,
30-Sep-12,,,,55043,,,,,,,,,,,,
1-Oct-12,,,,55162,,,,,,,,,,,,
2-Oct-12,,,,55475,,,,,,,,,,,,
3-Oct-12,,,,55553,,,,,,,,,,,,
4-Oct-12,,,,55715,,,,,,,,,,,,
5-Oct-12,,,,55892,,,,,,,,,,,,
6-Oct-12,,,,56123,,,,,,,,,,,,
7-Oct-12,,,,56389,,,,,,,,,,,,
8-Oct-12,,,,56528,,,,,,,,,,,,
9-Oct-12,,,,56648,,,,,,,,,,,,
10-Oct-12,,,,56765,,,,,,,,,,,,
11-Oct-12,,,,56858,,,,,,,,,,,,
12-Oct-12,,,,56969,,,,,,,,,,,,
13-Oct-12,,,,57111,,,,,,,,,,,,
14-Oct-12,,,,57140,,,,,,,,,,,,
15-Oct-12,,,,57273,,,,,,,,,,,,
16-Oct-12,,,,57514,,,,,,,,,,,,
17-Oct-12,,,,57591,,,,,,,,,,,,
18-Oct-12,,,,57608,,,,,,,,,,,,
19-Oct-12,,,,57968,,,,,,,,,,,,
20-Oct-12,,,,58005,,,,,,,,,,,,
21-Oct-12,,,,58395,,,,,,,,,,,,
22-Oct-12,,,,58432,,,,,,,,,,,,
23-Oct-12,,,,58610,,,,,,,,,,,,
24-Oct-12,,,,58776,,,,,,,,,,,,
25-Oct-12,,,,58817,,,,,,,,,,,,
26-Oct-12,,,,58857,,,,,,,,,,,,
27-Oct-12,,,,58956,,,,,,,,,,,,
28-Oct-12,,,,59174,,,,,,,,,,,,
29-Oct-12,,,,59201,,,,,,,,,,,,
30-Oct-12,,,,59337,,,,,,,,,,,,
31-Oct-12,,,,59437,,,,,,,,,,,,
1-Nov-12,,,,59485,,,,,,,,,,,,
2-Nov-12,,,,59590,,,,,,,,,,,,
3-Nov-12,,,,59764,,,,,,,,,,,,
4-Nov-12,,,,60073,,,,,,,,,,,,
5-Nov-12,,,,60118,,,,,,,,,,,,
6-Nov-12,,,,60312,,,,,,,,,,,,
7-Nov-12,,,,60430,,,,,,,,,,,,
8-Nov-12,,,,60462,,,,,,,,,,,,
9-Nov-12,,,,60580,,,,,,,,,,,,
10-Nov-12,,,,60591,,,,,,,,,,,,
